 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen
2024-10-25 15:13:33,28.012243,-4.140115,86.083092,27.155102,-9.736556,-15.449558,True
2024-10-25 15:13:34,31.110222,-3.395396,63.747715,26.648954,-7.905351,-15.449484,True
2024-10-25 15:13:35,32.675632,-2.761392,69.892899,26.133884,-6.042043,-15.449725,True
2024-10-25 15:13:36,35.558594,-2.220388,106.882149,25.636589,-4.243002,-15.451505,True
2024-10-25 15:13:37,35.974369,-2.270842,110.30928,24.744839,-2.542152,-40.301849,True
2024-10-25 15:13:38,35.974369,-2.270842,107.827568,26.501123,-2.678521,96.651596,True
2024-10-25 15:13:39,35.974369,-2.270842,108.654808,28.421432,-2.902516,96.638771,True
2024-10-25 15:13:40,35.974369,-2.270842,110.191101,30.252672,-2.941838,90.005852,True
2024-10-25 15:13:41,35.974369,-2.270842,110.191101,32.179684,-2.874706,78.271225,True
2024-10-25 15:13:42,35.974369,-2.270842,112.790977,34.072388,-2.481083,78.227028,True
2024-10-25 15:13:43,35.974369,-2.270842,111.963753,35.966888,-2.546333,93.489799,True
2024-10-25 15:13:44,35.974369,-2.270842,111.845573,36.89846,-2.603318,98.829262,True
2024-10-25 15:13:45,35.974369,-2.270842,112.790977,36.89846,-2.603433,101.609673,True
2024-10-25 15:13:46,35.974369,-2.270842,112.790993,36.89846,-2.603547,101.973465,False
2024-10-25 15:13:47,35.974369,-2.270842,109.12751,35.559608,-2.329073,-78.407837,False
2024-10-25 15:13:48,35.974369,-2.270842,-99.572289,33.794411,-1.866693,-65.134209,False
2024-10-25 15:13:49,34.283512,-2.191288,-71.328094,32.110218,-1.061741,-64.436073,False
2024-10-25 15:13:50,32.41362,-3.143676,-99.454117,30.166452,-0.936963,-89.192673,False
2024-10-25 15:13:51,29.602213,-3.395509,-64.710205,28.333147,-0.91896,-89.612831,False
2024-10-25 15:13:52,26.827379,-1.829648,-18.975874,26.366461,-0.906218,-89.618866,False
2024-10-25 15:13:53,25.917315,0.412897,-15.194224,24.433136,-0.893474,-89.613831,False
2024-10-25 15:13:54,25.457983,2.308367,17.540684,22.533161,-0.8811,-89.623711,False
2024-10-25 15:13:55,25.323545,0.493601,3.714027,20.599857,-0.86842,-89.612,False
2024-10-25 15:13:56,25.310026,0.336952,3.24132,18.733219,-0.856249,-89.623825,False
