 time,player_x,player_y,player_rotation,robot_x,robot_y,robot_rotation, fire_canteen, fire_HR, fire_manager, fire_lounge, fire_warehouse, fire_restroom, fireA_chair, fireA_printer, fireA_bin, fireA_table
2024-10-28 14:23:51,17.191614,-0.202579,-75.464287,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:52,17.191614,-0.202579,-95.19976,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:53,17.191614,-0.202579,-86.927406,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:54,16.455795,-0.169378,-88.700058,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:55,14.035521,-0.21143,-92.127174,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:56,10.156513,-0.343546,-87.990997,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:57,8.447769,-0.33393,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:58,8.447769,-0.33393,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:23:59,8.447769,-0.33393,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:00,8.447769,-0.33393,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:01,8.218094,-0.311595,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:02,7.916599,-0.282279,-84.445694,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:03,7.916599,-0.282279,-81.727638,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:04,7.916599,-0.282279,-81.727638,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:07,7.916599,-0.282279,-81.727638,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:08,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:09,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:10,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:11,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:12,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:13,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:14,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:15,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:16,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:17,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:19,28.546,-18.9914,-90,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:20,28.546,-18.9914,-35.166077,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:21,28.773308,-18.019178,7.022964,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:22,28.837009,-17.89028,-1.722103,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:23,29.496916,-18.404135,-14.839702,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:24,29.386057,-17.729067,-15.194233,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:24,29.681841,-16.081905,-15.666941,28.948,-16.6698,0,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:26,28.154902,-11.333716,-19.921299,28.389423,-14.202189,-15.429018,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:27,26.759964,-7.657706,-10.58535,27.883331,-12.370931,-15.451339,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:28,26.993633,-4.581194,39.285152,27.377142,-10.539719,-15.451699,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:29,27.345814,-2.742414,-55.72879,26.862064,-8.676388,-15.450039,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:30,25.35973,-1.517684,-81.491295,26.346992,-6.813071,-15.449256,True,True,True,True,True,True,True,True,True,True
2024-10-28 14:24:31,25.355133,-1.515285,-89.054588,25.840836,-4.981891,-15.44937,True,True,True,True,True,True,True,True,True,True
